FIELD_NAME	FIELD_TYPE	FIELD_LEN	FIELD_DEC	FIELD_LABL	QUEST_LOC	MISSING	NOTAPPL	DEFAULT	FIELD_VALI	FIELD_CODE	FIELD_EDIT	FIELD_CARR	ORDER_SCRN	ORDER_FILE	COMMENT1	MEAS_CLASS	IDBOOK	FMT	VALID_VAL	MIN_MAX	FILTER_VAR	FILTER_CND	CONFIRMED
BSSSCI02	N	6	2	*2ND PLAUSIBLE VALUE SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	507	507		ISC_S			.T.				
BSSSCI03	N	6	2	*3RD PLAUSIBLE VALUE SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	508	508		ISC_S			.T.				
BSSSCI04	N	6	2	*4TH PLAUSIBLE VALUE SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	509	509		ISC_S			.T.				
BSSSCI05	N	6	2	*5TH PLAUSIBLE VALUE SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	510	510		ISC_S			.T.				
BSMALG01	N	6	2	*1ST PV ALGEBRA*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	511	511		ISC_S			.T.				
BSMALG02	N	6	2	*2ND PV ALGEBRA*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	512	512		ISC_S			.T.				
BSMALG03	N	6	2	*3RD PV ALGEBRA*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	513	513		ISC_S			.T.				
BSMALG04	N	6	2	*4TH PV ALGEBRA*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	514	514		ISC_S			.T.				
BSMALG05	N	6	2	*5TH PV ALGEBRA*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	515	515		ISC_S			.T.				
BSMDAT01	N	6	2	*1ST PV DATA AND CHANCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	516	516		ISC_S			.T.				
BSMDAT02	N	6	2	*2ND PV DATA AND CHANCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	517	517		ISC_S			.T.				
BSMDAT03	N	6	2	*3RD PV DATA AND CHANCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	518	518		ISC_S			.T.				
BSMDAT04	N	6	2	*4TH PV DATA AND CHANCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	519	519		ISC_S			.T.				
BSMDAT05	N	6	2	*5TH PV DATA AND CHANCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	520	520		ISC_S			.T.				
BSMNUM01	N	6	2	*1ST PV NUMBER*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	521	521		ISC_S			.T.				
BSMNUM02	N	6	2	*2ND PV NUMBER*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	522	522		ISC_S			.T.				
BSMNUM03	N	6	2	*3RD PV NUMBER*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	523	523		ISC_S			.T.				
BSMNUM04	N	6	2	*4TH PV NUMBER*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	524	524		ISC_S			.T.				
BSMNUM05	N	6	2	*5TH PV NUMBER*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	525	525		ISC_S			.T.				
BSMGEO01	N	6	2	*1ST PV GEOMETRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	526	526		ISC_S			.T.				
BSMGEO02	N	6	2	*2ND PV GEOMETRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	527	527		ISC_S			.T.				
BSMGEO03	N	6	2	*3RD PV GEOMETRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	528	528		ISC_S			.T.				
BSMGEO04	N	6	2	*4TH PV GEOMETRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	529	529		ISC_S			.T.				
BSMGEO05	N	6	2	*5TH PV GEOMETRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	530	530		ISC_S			.T.				
BSSCHE01	N	6	2	*1ST PV CHEMISTRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	531	531		ISC_S			.T.				
BSSCHE02	N	6	2	*2ND PV CHEMISTRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	532	532		ISC_S			.T.				
BSSCHE03	N	6	2	*3RD PV CHEMISTRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	533	533		ISC_S			.T.				
BSSCHE04	N	6	2	*4TH PV CHEMISTRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	534	534		ISC_S			.T.				
BSSCHE05	N	6	2	*5TH PV CHEMISTRY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	535	535		ISC_S			.T.				
BSSEAR01	N	6	2	*1ST PV EARTH SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	536	536		ISC_S			.T.				
BSSEAR02	N	6	2	*2ND PV EARTH SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	537	537		ISC_S			.T.				
BSSEAR03	N	6	2	*3RD PV EARTH SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	538	538		ISC_S			.T.				
BSSEAR04	N	6	2	*4TH PV EARTH SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	539	539		ISC_S			.T.				
BSSEAR05	N	6	2	*5TH PV EARTH SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	540	540		ISC_S			.T.				
BSSBIO01	N	6	2	*1ST PV BIOLOGY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	541	541		ISC_S			.T.				
BSSBIO02	N	6	2	*2ND PV BIOLOGY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	542	542		ISC_S			.T.				
BSSBIO03	N	6	2	*3RD PV BIOLOGY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	543	543		ISC_S			.T.				
BSSBIO04	N	6	2	*4TH PV BIOLOGY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	544	544		ISC_S			.T.				
BSSBIO05	N	6	2	*5TH PV BIOLOGY*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	545	545		ISC_S			.T.				
BSSPHY01	N	6	2	*1ST PV PHYSICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	546	546		ISC_S			.T.				
BSSPHY02	N	6	2	*2ND PV PHYSICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	547	547		ISC_S			.T.				
BSSPHY03	N	6	2	*3RD PV PHYSICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	548	548		ISC_S			.T.				
BSSPHY04	N	6	2	*4TH PV PHYSICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	549	549		ISC_S			.T.				
BSSPHY05	N	6	2	*5TH PV PHYSICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	550	550		ISC_S			.T.				
BSMKNO01	N	6	2	*1ST PV MATH KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	551	551		ISC_S			.T.				
BSMKNO02	N	6	2	*2ND PV MATH KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	552	552		ISC_S			.T.				
BSMKNO03	N	6	2	*3RD PV MATH KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	553	553		ISC_S			.T.				
BSMKNO04	N	6	2	*4TH PV MATH KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	554	554		ISC_S			.T.				
BSMKNO05	N	6	2	*5TH PV MATH KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	555	555		ISC_S			.T.				
BSMAPP01	N	6	2	*1ST PV MATH APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	556	556		ISC_S			.T.				
BSMAPP02	N	6	2	*2ND PV MATH APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	557	557		ISC_S			.T.				
BSMAPP03	N	6	2	*3RD PV MATH APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	558	558		ISC_S			.T.				
BSMAPP04	N	6	2	*4TH PV MATH APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	559	559		ISC_S			.T.				
BSMAPP05	N	6	2	*5TH PV MATH APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	560	560		ISC_S			.T.				
BSMREA01	N	6	2	*1ST PV MATH REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	561	561		ISC_S			.T.				
BSMREA02	N	6	2	*2ND PV MATH REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	562	562		ISC_S			.T.				
BSMREA03	N	6	2	*3RD PV MATH REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	563	563		ISC_S			.T.				
BSMREA04	N	6	2	*4TH PV MATH REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	564	564		ISC_S			.T.				
BSMREA05	N	6	2	*5TH PV MATH REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	565	565		ISC_S			.T.				
BSSKNO01	N	6	2	*1ST PV SCIENCE KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	566	566		ISC_S			.T.				
BSSKNO02	N	6	2	*2ND PV SCIENCE KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	567	567		ISC_S			.T.				
BSSKNO03	N	6	2	*3RD PV SCIENCE KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	568	568		ISC_S			.T.				
BSSKNO04	N	6	2	*4TH PV SCIENCE KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	569	569		ISC_S			.T.				
BSSKNO05	N	6	2	*5TH PV SCIENCE KNOWING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	570	570		ISC_S			.T.				
BSSAPP01	N	6	2	*1ST PV SCIENCE APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	571	571		ISC_S			.T.				
BSSAPP02	N	6	2	*2ND PV SCIENCE APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	572	572		ISC_S			.T.				
BSSAPP03	N	6	2	*3RD PV SCIENCE APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	573	573		ISC_S			.T.				
BSSAPP04	N	6	2	*4TH PV SCIENCE APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	574	574		ISC_S			.T.				
BSSAPP05	N	6	2	*5TH PV SCIENCE APPLYING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	575	575		ISC_S			.T.				
BSSREA01	N	6	2	*1ST PV SCIENCE REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	576	576		ISC_S			.T.				
BSSREA02	N	6	2	*2ND PV SCIENCE REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	577	577		ISC_S			.T.				
BSSREA03	N	6	2	*3RD PV SCIENCE REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	578	578		ISC_S			.T.				
BSSREA04	N	6	2	*4TH PV SCIENCE REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	579	579		ISC_S			.T.				
BSSREA05	N	6	2	*5TH PV SCIENCE REASONING*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	580	580		ISC_S			.T.				
DPCDATE	N	9	0	*FILE CREATION DATE AT DPC HAMBURG*	DATE	999999999	999999998		.T.	DPCDATE DPC_D:VALUE;omitted or invalid:999999999;not admin.:999999998;	1	0	581	581		DPC_D			.T.				
